filename,experiment_id,arm,dataset,backbone,optimizer_seed,pair_seed,config_path,acc_certain,acc_hybrid,bytes,sha256,in_github_release,release_asset,role
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B0_linear_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B0_linear.json,65.47713454929949,61.37985725614592,3315689,da9f12c7d54d0f2efc65e5fe8639d0c7ceb88e14788aa9ac204d343a283e6450,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B1_sync_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B1_sync.json,66.53449643140364,66.13798572561458,3254289,9733f96ef60f3ae4d2fdda4ede8dc840d4738a95c2e0628a9c7b34db26e6fa55,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B1_sync_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B1_sync.json,67.72402854877082,66.56093047845624,3254259,f7e992132bc641e5071048c64532f16f50ebf0ee49508c1fe66fd01cd3b7eb99,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B1_sync_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B1_sync.json,67.80333068992863,66.53449643140364,3254244,1613a555edf4c30ce9bf003861287110125876003e0cc08eacc84e9c164f1cdc,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B3_shuffle_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc__B3_shuffle,B3_shuffle,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B3_shuffle.json,67.45968807824478,67.16891356066613,3254462,05d18c7ae4d8c8434571daf0e22325e7bebe303d95f43ff80fb48eb09f7118d4,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B3_shuffle_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc__B3_shuffle,B3_shuffle,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B3_shuffle.json,67.80333068992863,67.32751784298176,3254304,bf8044835605551ed455e40b03507143829286228f36ea9819a926d58df3c2b5,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B3_shuffle_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__B3_shuffle,B3_shuffle,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B3_shuffle.json,68.49061591329632,68.3320116309807,3254289,b02399c106e18fc58c3d1a6ce194446cc9c6c15f83816092bb300ddc4b89670e,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed101.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,101,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,72.13851440655564,71.47766323024055,3254274,578c19d05a15d063d51637e4952e506e2a4548be6f4d039a9b465118fe2a5eff,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed11.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,11,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,72.13851440655564,71.50409727729316,3254259,d083878f3068a1800ae9476df8a4bdd67f4f203f0a2aeed8906f36ae9b57f387,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,71.76843774781919,71.8741739360296,3254289,013c874abc1a6b106d145e3ba073b5616b37513be0ea3105ce78d4e466aeccbd,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed19.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,19,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,71.847739888977,71.55696537139836,3254259,523b34cc3bf2f75bec3bf5faf9660c42085801d1c52a633e7f282fef83f786c6,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed2026.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,2026,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,71.58339941845097,70.81681205392546,3254289,d9bfa1bc782ee88dde23be3cf4423269c74b49963d4efc99534008233c2f8e08,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed23.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,23,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,71.8741739360296,71.34549299497753,3254259,9e602cd2f32c5b44b542bcdcdbb06e7250d3a9402a8f14ebf990808cae62b9c1,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,72.11208035950304,72.19138250066085,3254259,58103ec139bc342113a5b0c1c3018b61ad028fa5bd09c4cab12dcec401d0daad,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed5.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,5,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,71.68913560666138,72.03277821834523,3254244,03e986ae680253ed170758e01d1fc7c417bb1cb296c3adc6483f3a29dc006527,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_gram.json,72.5350251123447,72.08564631245044,3254244,6074853eb25d74ddf08643d4cdb6687b83c48a32365fd0ac62343f34757b510d,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_syncnorm_seed101.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,resnet,101,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm.json,72.34998678297647,71.74200370076659,3254398,0f7dad46fff494c766f66409b9efabdd0b49a6db745dd9b2903d0cdd6486ea15,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_syncnorm_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm.json,71.37192704203014,71.0547184773989,3254541,ff430775eaccc868fbe78463b7e5a364773262cbe894a59b7ff460fc3be244fa,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_syncnorm_seed19.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,resnet,19,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm.json,71.45122918318795,71.23975680676712,3254319,1d6928ea3485e0feb537739c43f0ca7f59a3e9a03d564f8b6f9fb69c1ab0b2ee,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_syncnorm_seed2026.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,resnet,2026,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm.json,71.71556965371398,70.84324610097806,3254541,9c5626770f44434f1db06583d189827c33eea5d9d8449d70b96bbc4be57e7ca0,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_syncnorm_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm.json,71.8213058419244,71.8213058419244,3254319,3e0705662a9350f6b533a2d40f3bf8a8c53b39794e8a89e83f5e47f457c01b80,True,synccaps-checkpoints-resnet18.tar,figures 2-4 source
synccaps_ucf101_resnet_ptfz_official1_noval_fc_B4_syncnorm_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__B4_syncnorm.json,71.50409727729316,70.92254824213587,3254304,ae56d225081c2f49d3074acb7f50e1b5a19db56bad1db70d47314c11b9aedbe6,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed101.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,101,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,70.55247158339942,70.3409992069786,3269029,a86a646a59c0f52262fefcabb4bec5a943ae68c6473aa4ec31dad9bd5c8f62e7,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed11.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,11,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,70.23526301876817,69.8123182659265,3269013,fe83a1b90c49e9d7b4e183f6b9f9c4ea9828bbf997da567c76c5ca7be0324813,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,71.76843774781919,70.97541633624108,3269109,cb72a613bd75123609d5e077501cfff7d511e3e710df9e305664450938c8a0d3,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed19.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,19,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,71.34549299497753,70.68464181866244,3269013,8c379345084d59eddb88c09218fa66b715a2e7e81e912becdf38022427e7f0f0,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed2026.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,2026,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,70.81681205392546,70.68464181866244,3269109,d776620301f0ca8fbe1943194718eeb32e52cec551f6a6f2c6b88db82a638f3f,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed23.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,23,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,69.57441184245307,69.7858842188739,3269013,b9b062c1d7a54fff77ed770269154ef6bf2e8468ca0f809bdefd6ac8e317b8ce,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,70.44673539518901,69.94448850118953,3269013,bec5caf0f0075809b4320aeb5c51e9950363947b13cdedee069e8b176d4137ca,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed5.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,5,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,70.57890563045203,70.07665873645254,3268997,49f2b684802f98984b6a717eb12e245e812566b33aef9072fa63db649b389864,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_CB_tsketch_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc__CB_tsketch.json,70.84324610097806,70.3409992069786,3268997,608ecbc5365bf0b6735f1477e04d5905366267daaa9169242e796b01a2db1ac3,True,synccaps-checkpoints-resnet18.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_R3_route_seed101.pt,ucf101_resnet_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,resnet,101,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc__R3_route.json,71.37192704203014,70.47316944224161,17277185,fc179a7cfaa1ff85a9c089c49443c018a2891566c8318a0f5ea8647e8524eee1,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_R3_route_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,resnet,1337,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc__R3_route.json,71.47766323024055,70.65820777160984,17277196,cfa166b4a2ef45d2c46a59743b5da655bd55f5d62d8243bb87325e4c71cbd9f2,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_R3_route_seed19.pt,ucf101_resnet_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,resnet,19,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc__R3_route.json,71.60983346550357,70.73750991276765,17277174,1600b3e0d5e0f895cb0a5d064b7f252ecd172e58732dd502e04b33dfebf7ebc5,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_R3_route_seed2026.pt,ucf101_resnet_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,resnet,2026,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc__R3_route.json,72.40285487708168,71.37192704203014,17277196,6e3d5e49653bfb26c7f0f35568a7bc8e8d66a8300c8ea02eedfec3ebe01aade2,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_R3_route_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,resnet,42,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc__R3_route.json,72.11208035950304,71.1075865715041,17277174,f32552ea9a5a841074321433a03aa44c9fce45b1b59831aafa4438974703935c,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_R3_route_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,resnet,7,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc__R3_route.json,71.76843774781919,71.31905894792493,17277163,4b2933f6838348b3b2ae731ad6e5f932d01ae3d7bca13be1e98b39ecd604a740,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_gram,B4_gram,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_gram.json,71.7948717948718,70.89611419508327,3255128,56ee9e497486110175b2bd4559bba11c9c6be97171e3089059c83e2be097c7ee,True,synccaps-checkpoints-resnet18.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_gram,B4_gram,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_gram.json,71.18688871266191,70.97541633624108,3254522,d631c868a26780fc97282510c57021c756647b25f6246d0457c37bf987452cc3,True,synccaps-checkpoints-resnet18.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_gram,B4_gram,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_gram.json,71.53053132434576,70.92254824213587,3254507,08657c81a45e27acc16923025097a1a82a5a59e1a40e1cfd106b3e700b1ce34d,True,synccaps-checkpoints-resnet18.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_B4_syncnorm_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm,B4_syncnorm,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm.json,71.0547184773989,70.89611419508327,3255188,47cce9b260fd036580d99aa9204eaefebcb93fd1cfad88c7a9668efd25cdb128,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_B4_syncnorm_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm,B4_syncnorm,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm.json,71.66270155960878,71.16045466560931,3255158,8ea91c39d8fbe84ee8e03c440efa0b7fa3a66e056e812a48aacca825da9e811b,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_B4_syncnorm_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm,B4_syncnorm,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm.json,71.23975680676712,71.21332275971452,3255143,66b93c33f2f2d7f30ebdee7dcef7769c25ae041f2fde2eeb2c91b1e39422f4c7,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_CB_tsketch_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__CB_tsketch,CB_tsketch,ucf101,resnet,1337,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__CB_tsketch.json,70.86968014803067,70.44673539518901,3269893,733b9afea063947c071b7055e222cbf687243be016dff397b43e0fd12e8a85a9,True,synccaps-checkpoints-resnet18.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_CB_tsketch_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__CB_tsketch,CB_tsketch,ucf101,resnet,42,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__CB_tsketch.json,71.53053132434576,70.79037800687286,3269861,63efb8a679ff1c306fdb87bac382a66b767144da5553efd2f5e10cf96cef1f3d,True,synccaps-checkpoints-resnet18.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_CB_tsketch_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__CB_tsketch,CB_tsketch,ucf101,resnet,7,0,configs/resnet18/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__CB_tsketch.json,70.63177372455723,69.94448850118953,3269845,eedf3245cd47162eb425cf2351f8135897c4c147cd6990b4262974939ad05fea,True,synccaps-checkpoints-resnet18.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_R3_route_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__R3_route,R3_route,ucf101,resnet,1337,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__R3_route.json,71.68913560666138,70.71107586571505,17277743,704b9bb0333f9a2c3d473d3c12f176362081c7275c42d9b86d78fb6de73ed2fa,True,synccaps-checkpoints-routing.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_R3_route_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__R3_route,R3_route,ucf101,resnet,42,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__R3_route.json,71.95347607718742,71.39836108908274,17277465,1ceda9b5409fe055f5668f87a2189bd1303363d309dbe14f403cec3fdade9f59,True,synccaps-checkpoints-routing.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_lr0.0005_R3_route_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__R3_route,R3_route,ucf101,resnet,7,0,configs/routing/ucf101_resnet_ptfz_official1_noval_fc_lr0.0005__R3_route.json,72.27068464181866,70.79037800687286,17277390,9ad323b60f77f0953da7b9e91cba4227a6179b8707e47df631dc6ab067b978cd,True,synccaps-checkpoints-routing.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself__B4_gram,B4_gram,ucf101,resnet,1337,0,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself__B4_gram.json,71.847739888977,70.79037800687286,3255188,62a15078e763686d39ff1451f761d77e3f975dbb192b231dc6af04e7eae05943,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself__B4_gram,B4_gram,ucf101,resnet,42,0,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself__B4_gram.json,71.34549299497753,71.26619085381972,3255158,0526264d86f620ad92bf906c1e52bee8459b791de5dcd4544be39c5100a22a62,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself__B4_gram,B4_gram,ucf101,resnet,7,0,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself__B4_gram.json,72.61432725350251,72.08564631245044,3255143,d909168b531606a1223d101ca970597298ae6749e92cb63e59c2d5692fc6c901,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1__B4_gram,B4_gram,ucf101,resnet,1337,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1__B4_gram.json,71.39836108908274,70.97541633624108,3255278,2f3bb90de27cbb7cdf48c833a5c7b205da9925781af52a0d9188457a86d758e9,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1__B4_gram,B4_gram,ucf101,resnet,42,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1__B4_gram.json,71.34549299497753,71.23975680676712,3255248,b655a8955cd7818b48bfab8e709e48ba68352e583ae33b10066a962126e89e96,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1__B4_gram,B4_gram,ucf101,resnet,7,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair1__B4_gram.json,71.7948717948718,71.37192704203014,3255233,68901f8aa7c83dc8495b15da59fea182b8117723f7f933904d8a2ca55005b2d8,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2__B4_gram,B4_gram,ucf101,resnet,1337,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2__B4_gram.json,71.92704203013481,71.55696537139836,3255278,595f0de098013b645e21e9748dedf78d7c046f782c84e8b20493632523d1442b,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2__B4_gram,B4_gram,ucf101,resnet,42,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2__B4_gram.json,71.0547184773989,70.94898228918848,3255248,a898988b9e5c2ed5b5f92f1f7d1b7fab6fcf60fa1fdd440c3f8c60d1e3e606e0,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2__B4_gram,B4_gram,ucf101,resnet,7,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair2__B4_gram.json,72.03277821834523,71.76843774781919,3255233,6595ec26d9577bc7b4b06a8b38636327fdef7d1596d56685ce620f68b84ae29f,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3__B4_gram,B4_gram,ucf101,resnet,1337,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3__B4_gram.json,71.7948717948718,71.29262490087233,3255278,3802365701123cdedad2444d128c117b604f361103764c234333b8eacb3bb4cf,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3__B4_gram,B4_gram,ucf101,resnet,42,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3__B4_gram.json,71.68913560666138,70.94898228918848,3255248,ac9e2313e9c9cfb06a94873714b64dfe527d237213c8c80274bee9be83f84a76,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3__B4_gram,B4_gram,ucf101,resnet,7,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself0_xself_pair3__B4_gram.json,71.95347607718742,71.63626751255617,3255233,f6910036e1ce9810c62a861d95926b4af19023157d29d9445b1119471c36ce9a,True,synccaps-checkpoints-pair_composition.tar,control
